Beer_ID,Beer_Name,Brewery_ID,ABV,IBU,Description,No_of_Ratings,Style,Overall_Rating
1353,Goose IPA,2898,5.9,55,"Our India Pale Ale recalls a time when ales shipped from England to India were highly hopped to preserve their distinct taste during the long journey. The result is a hop lover’s dream with a fruity aroma, set off by a dry malt middle, and long hop finish.",7,['Ipa - English'],3.519
497030,Agnus IPA,2497,5,0,,1,['Ipa - English'],3.526
1171409,#033 Yamamomo no Kaori From Ootomi Nouen,158050,4.6,10,,1,['Fruit Beer'],3.735
603300,AH Basic Premium Lager,18738,5,0,,1,['Lager - Euro'],2.388
5476,Autumn Maple,1246,10,0,"Brewed with 17 lbs. of yams per barrel (in other words, a lot of yams!), this autumn seasonal is a different take on the â€œpumpkinâ€ beer style. Brewed with cinnamon, nutmeg, allspice, vanilla, molasses, and maple syrup, and fermented with our traditional Belgian yeast strain, this bold and spicy beer is perfect on a cold autumn evening.",3,"['Pumpkin', 'Yam Beer']",3.679
130210,Great Eastern India Pale Ale,16221,7.4,55,"Blending the rich caramel character of English pale malts with Centennial, Chinook, and Columbus hops late in the boil and dry hopped to provide a massive tropical fruit aroma and punchy bitterness.",1,['Ipa - English'],3.771
1024341,Matt's Red,422,5.5,0,,1,"['Red Ale - American Amber', 'Red']",3.4
1093029,Hamster of Doom,1056,5.8,30,,1,['Brown Ale - English'],3.166
852663,The Guard House,3932,4.2,0,,1,['Golden Ale'],3.073
1354799,Americano Stout,1204,8.7,65,"The coffee notes in Stone Americano Stout are bold, rich and full of American swagger. We incorporated over 250 lbs. of artisanal espresso beans into the mash and added in Columbus, Chinook, Amarillo and Cascade hops to invigorate the coffee taste with a slight citrus and resin hop presence. When it came to selecting our coffee, we chose the same local roasters who contributed to our sought-after 2013 Stone ESPRESSO Imperial Russian Stout. Their fantastic beans helped us achieve this dark, hoppy and wonderfully aromatic espresso stout.",1,"['Stout - American Imperial', 'Double']",3.984
991609,Black Out,188793,10,90,,1,['Stout - Russian Imperial'],3.492
1356093,Imperial Stout (2016),549,10.5,75,"Brewed with ten varieties of malted barley, this stout is smooth as silk, yet complex and rich in body. Serve this guy at cellar temperature. Put another log on the fire, sit back and enjoy the friendship of this ultimate winter warmer.",4,['Stout - Russian Imperial'],4.248
490917,Bozo Beer,3735,17.2,0,"Imperial stout brewed w/ molasses, lactose, chocolate, almond, hazelnut, vanilla bean, cinammon, oak spiral, chili, marshmallow, muscovado sugar, chestnut, and coffee",1,"['Stout - American Imperial', 'Double']",4.189
856055,Préaris X-mas,53539,5,35,"5% hoppy and golden blond Belgian Ale brewed with Target, Belma and Ella Hops.
Your hoppy X-Mas beer!",2,"['Blonde Ale - Belgian Blonde', 'Golden']",3.149
1101223,Prokop jantar,45256,5,0,"Pivo medové barvy je vařeno ze čtyř druhů speciálních sladů, které tomuto ležáku dodávají nezaměnitelnou chuť i aroma.",1,['Lager - Amber'],3.325
1368406,Ol Bitty,57058,6,0,,1,"['Extra Special', 'Strong Bitter']",3.763
1415106,IPA,3296,5.3,0,"Deep gold in colour, Fuller’s IPA opens with satisfying, earthy aromas, while the palate yields intense hoppy bitterness and refreshingly crisp notes of orange and spice. Classic flavours for a classic beer.",1,['Ipa - English'],3.475
1098841,Feis Ale 2015,9959,5.6,0,,1,['Smoked Beer'],3.574
1110441,Meidän Veikko Vastaa Kymmentä Jenkkiä,125114,4.7,0,,1,['Blonde Ale'],2.65
836455,Design Pilsner,142238,5.2,0,,1,['Pilsner - Other'],2.702
959769,Thai Basil & Black Pepper Saison (Ghost 152),33686,8.7,29,"The savory flavor of Thai basil gives no hint of the black pepper bite that follows, but no matter - the blend is pleasing on the tongue and will surely keep you coming back for more.",1,"['Saison', 'Farmhouse Ale']",3.534
329061,Atalanta,16434,5.25,0,"In the heroine Atalanta, we see the traits of what we aim for in all of our beers: piquant, deceptively robust, and a bit wild. A tart plum saison, Atalanta tastes of plums intermingling with spicy yeast, and a refreshing tartness that makes Atalanta as good for pairing with food as by itself.",1,"['Saison', 'Farmhouse Ale']",3.73
205594,Chocolate Porter,6972,5.7,0,,1,['Porter - Other'],3.545
45432,1698,1132,6.5,0,,2,['Strong Ale - English'],3.531
1092783,Verdolaga,177084,5.5,0,American Green Ale,1,['Pale Ale - American'],0
108598,Dunkel,2324,4.9,28,"Smooth, with caramel and roasted malt flavors courtesy of Dark Munich and Carafa malts, Dunkel will please your palette as it warms your spirit. It’s the perfect brew for a dark, cold winter’s day. ",1,['Lager - Dunkel Munich'],3.596
1308588,Black Pieter,24229,8.4,23,"If you're good, Santa will give you an orange. If you're bad, Black Pieter will put you in a sack and take you to Spain, where you can enjoy this strong, richly malty ale with a light, spicy counterpoint to the fruity yeast esters.",1,['Belgian Strong Dark Ale'],3.398
622529,Schöfferhofer Zitrone,137894,2.5,0,,1,['Radler'],3.312
804422,Irish Red,106164,6.21,20,,1,['Red Ale - Irish'],3.562
108038,Tzara,2047,4.8,0,"Tzara is a hybrid beer, fermented like an ale but matured like a lager. A broad, almost fruity palate with some bready notes. A crisp, refreshing beer. Voted Best Kolsch Ale in Europe in the 2013 World Beer Awards.
",1,['K\xc3\xb6Lsch'],3.354
13050,Edward,2562,5.2,65,"Edward (1917-2002) is our grandfather; Hill Farmstead Brewery rests upon the land that was once home to him and his five children. In his honor, this American Pale Ale is dutifully crafted from American malted barley, a plethora of American hops, our ale yeast and water from Edward’s well. It is unfiltered and dry hopped. Aromatic and flowery, with impressions of citrus and pine, this is the ale that I dream to have shared with Edward. Pale and Caramel malt; Centennial, Chinook, Columbus, Simcoe, and Warrior hops; House Ale Yeast, and our Well Water.",2,['Pale Ale - American'],4.312
1266878,Slip Into Darkness,24229,6.4,0,Hoppy Cascadian Dark Lager,1,['Lager - Black'],3.721
905848,Black Eagle,139979,4,0,,1,"['Gr\xc3\xa4Tzer', 'Grodziskie']",3.501
1415809,The Zigzagger,240425,7,62,,1,['Ipa - American'],3.837
1415808,Sparkle Boots,165474,7,0,Mango passionfruit IPA. Collaboration with Kent Falls Brewing.,1,['Ipa - American'],4.256
25796,A Little Sumpin' Sumpin' Ale,765,7.5,64,"A truly unique style featuring a strong hop finish on a silky body. A filtered pale wheat ale that is great for both IPA and wheat beer fans.
",1,['Pale Wheat Ale - American'],3.871
303997,Calon Lan,4343,4,0,Triumphant brew in celebration of the six nations. ,1,['English Bitter'],3.46
429068,Block IPA,38127,7.8,70,The Block IPA is a true Hop Monster with 6 different hop varieties slammed in every inch of this beer. The malt bill is simple and straight forward so not to get in the way of the true hop flavor. The initial aroma is citrus and passion fruit followed by a burst of green hop and pine flavors. The bitterness comes through in the middle allowing for a pure hop goodness in the finish.,1,['Ipa - American'],3.663
861254,Henninger Kaiser Pilsner,137894,4.8,0,,1,['Pilsner - German'],3.112
1354734,Skullville,240928,5.2,0,Jalapeño pale ale,1,['Pale Ale - American'],3.741
737125,Patio Pounder,10537,5.1,3,,1,"['Lager - Dortmunder', 'Export']",3.497
861250,Stille Natt,69202,9,0,,1,"['Herbed', 'Spiced Beer']",3.59
703876,Monjolo Imperial Porter,76097,10.5,65,"Descobrimento, variedade de graos, colonizacao e trabalho pesado eram características do Brasil Imperial. A evolução é o elo do ontem e do hoje, e a cerveja nao fica fora disso. Tudo passa mas a história não deixa esquecer. ",1,"['Porter - Imperial', 'Double']",4.06
1153066,Outdoor,184717,5.3,0,"Outdoor was designed with two things in mind, to be a refreshing and excessively crushable Pilsner to be enjoyed in the outdoors; as well as having assertive aromas of fresh cut grass and freshly trimmed buds. Up front is a marriage of classic Pilsner characteristics and hops alongside new school Pacific North West hops to create a playful take on a historical style. Flavors meld and shift into fruitier west coast hops, only to finish clean and crisp like a traditional Pilsner.",1,['Pilsner - Czech'],3.714
1465749,Golden Sour,20697,0,0,,1,['American Wild Ale'],4.205
1398153,Nitro Golden Mocha Stout,35610,5.5,25,,1,['Stout - Other'],3.973
1455719,Milk Stout (Mango),53802,0,0,,1,"['Stout - Milk', 'Sweet']",3.45
1410058,Evolving Hare: CITRA,15126,4.6,33,"Evolving Hare is a session IPA  hop bursted and dry hopped with CITRA hops, giving it a tropical fruit aroma and a sharp pine profile.",1,"['Ipa - Session', 'India Session Ale']",3.748
1329187,Hard Orange Cream Ale,80810,5,0,"Hard Orange Cream Ale is an amalgamation of orange, vanilla and spice inspired by the deliciously unexpected concoctions you only find on the boardwalk.  Are you tall enough to ride?",1,['Cream Ale'],3.508
74539,Pivo Pils,524,5.3,40,"Everything we love about classic German Pilsner with a hoppy Bohemian twist.  Pils is a bright straw colored lager beer with playful carbonation topped with beautiful white foam lace.  Delicate lightly toasted malt flavors underscore noble German hop character.  Hallertau-grown Magnum hops deliver the lupulin foundation while generous amounts of Spalter Select hops bring  floral aromatic and spicy herbal notes. As a twist on the traditional Pils, we dry hop with German Saphir for a touch of bergamot zest and lemongrass. A refreshing, light-bodied and hop-driven Pils.",1,['Pilsner - Other'],3.493
198909,Golden Ale,25225,4.9,0,"Back East Golden Ale is a deep golden, light-bodied American-style ale. This West-coast style beer has a smooth, crisp taste, accentuated by the light malt character and even hop balance.",1,['Golden Ale'],3.331
971001,Joe's Ale of Strength,1177,9.6,50,Strong Man Strong Ale + BBA Strong Man + BBA Imperial Porter + BBA Stout.,1,['Old Ale'],3.867
815491,Dead Irish Poet,5985,7,0,,1,['Stout - Irish Dry'],3.793
107498,Hoppy Christmas,95086,4.3,0,"Something a bit different for Christmas… A golden, refreshing ale with a really fresh, hoppy nose. More hops come through on the finish with herbal/lemony notes. A tasty ale – Yule be coming back for more!",1,['Pale Ale - English'],3.35
1430474,Equilibrium IPA,135208,6.5,70,This single hop IPA on Equinox is our dedication to the great artistic genre of Dystopia. To remind ourselves one more time how is important to keep equilibrium in our fragile world and to prevent these books and movies come true.,1,['Ipa - American'],3.791
30711,Lucky Jack,6826,4.7,45,"An unfiltered & unpasteurised APA from the west coast of Norway.  Brewed with Amarillo, Chinook and Citra Hops.  Although the hops are the dominating flavour and  aroma, the beer is easy drinking due to its light body from the pale malts and caramel malt.  It offers a golden colour with 45 IBUs, grapefruit, tropical fruit and floral hoppy flavours & aromas.",1,['Pale Ale - American'],3.567
38685,Blackberry Lambic,1313,0,0,"Lambics have been made in Belgium for over 500 years, and we are honoring this tradition by brewing our own Indiana version. Upland lambics are fermented by yeast similar to that found indigenously in the Senne Valley of Belgium and aged in oak casks for over a year, which creates a tart, complex beer. We add whole fruits to create eight different styles (strawberry, cherry, blueberry, blackberry, peach, kiwi, raspberry, and persimmon) each with their own enticing aromas and flavors. The beer is bottle conditioned to add a zesty and refreshing carbonation.",1,['Lambic'],4.169
188377,Blindfold,1142,6.8,70,"Blindfold blankets us in the darkness yet it maintains a surprisingly light body and bold, hoppy character.  This blak IPA emerged from our Beer Camp program and builds on Sierra Nevada's legendary love of hops with roasted malts for depth and complexity.  Like its namesake, Blindfold is a bit disorienting-the color of a stout and the intense, hop-forward flavors of a Classic American IPA.",1,"['Ipa - Black', 'Cascadian Dark Ale']",3.591
1430515,Iwate Kura Arigato Pale Ale,14342,4.8,0,,1,['Pale Ale - American'],3.63
509632,Indigenous,32206,5.4,12,"Our Cream Ale gives homage to those who came before us and is brewed using a base of the best North American barley and a significant amount of corn which helps not only to contribute a smooth, creamy mouthfeel but adds a touch of residual sweetness in the finish. A generous addition of Crystal and Cascade hops provide a citrus impression and a touch of bitterness in the finish.",1,['Cream Ale'],3.658
1415013,Fallen Angel,823,9.6,27,"The slightly sweet pils malt is balanced by a sharp yet refreshing fruity finish to create Fallen Angel, our devilishly bold and powerful Belgian Golden Strong Ale. Mimicking the complex Trappist style from centuries ago, we've added a unique twist by undergoing a secondary fermentation with crisp, juicy cranberries.",1,['Golden Ale'],3.443
469476,Brush & Barrel Series Culmination,801,9.3,46,"This is a very rich, roasty beer with top notes of chocolate derived from freshly roasted cacao. Strong but relatively smooth on the pallet, it’s malty sweetness is evenly balanced with bitterness and a slight dryness from the alcoholic strength. Look for solid notes of coffee, licorice, mild chocolate and more subtle hints of fruit and spices.",1,['Porter - American'],3.855
1415015,You Shall Nut Pass,2241,7.2,0,Stout brewed with hazelnuts and rye.,2,['Stout - Other'],3.608
16474,Carnevale,2712,8,45,"Mildly sweet with subtle pop, the carbonation helps introduce the deep flavor of brett to the palate. Brewed in celebration of Lent and Easter season, Carnevale is light bodied Saison, using Brettanomyces along with Amarillo and Simcoe hops to generate flavor and depth. Carnevale’s complexity grows with time. The citrus notes tend to wane and the wild yeast rears its wonderfully tasting head.",1,"['Saison', 'Farmhouse Ale']",3.712
956016,Option #2,27792,9.1,0,Imperial milk stout with vanilla  hazelnut coffee beans,1,"['Stout - Imperial', 'Double']",4.174
262253,Fein-Herb,17198,5,0,,1,['Lager - Helles'],2.909
273570,Newtowner,28042,4.8,35,"Newtowner is a 4.8% beer in the style of a Summer Ale made with Australian Pale and Crystal malts. It is finished with a trio of Australian hops, producing a golden, refreshing beer with a well-rounded malt and hop balance and a slightly dry finish. Perfect for Newtowners to enjoy this summer.",1,['Pale Ale - English'],3.552
1343030,Black IPA,241,5.3,40,"Our annual prototype challenge sees us brew a series of new beers, and allows the public to choose which should feature alongside our headliner range.

Previously featuring future favourites like Jack Hammer, Cocoa Psycho, Dead Pony Club and Vagabond Pale Ale, the prototypes can become superstar brews almost overnight.

Black IPA is a single hop black IPA loaded with pine and bubblegum flavour.

Malt: Extra Pale, Cara, Crystal & Carafa

Hops: Simcoe",1,"['Ipa - Black', 'Cascadian Dark Ale']",3.693
1343031,Hopped-Up Brown Ale,241,6.3,85,"Our annual prototype challenge sees us brew a series of new beers, and allows the public to choose which should feature alongside our headliner range.

Previously featuring future favourites like Jack Hammer, Cocoa Psycho, Dead Pony Club and Vagabond Pale Ale, the prototypes can become superstar brews almost overnight.

Hopped-up Brown Ale takes a pedestrian style and kicks it into overdrive.

Malts: Extra Pale, Munich, Brown, Crystal, Carafa & Flaked Oats.

Hops: Columbus, Simcoe, Centennial & Citra",1,['Brown Ale - American'],3.516
60050,Nappa Scar,12773,4,0,"Maris Otter, Munich & Crystal malts, Northern Brewer & 2 American hop varieties.",1,['Golden Ale'],3.413
1311617,Cérémonie,4099,4.7,0,,1,['Other'],2.788
310490,Lower De Boom,4339,11.5,92,"Deep, mahogany color, rich malt candied, rock sugar flavors with sweet burnt currant and fig aromas. It’s strong alcohol content is tempered by a clean bitterness and complex flavors. This Barley Wine is named for Cornelius de Boom, the San Francisco Belgian Consulate General (1850 to 1851) and surprisingly the name of the alley along-side the 21st Amendment on 2nd Street.",1,['Barleywine - American'],3.79
580519,Revisionist Dark IPA,1517,4.8,0,"Created by brewers Jon Tillson and Dave Carter at the Wychwood Brewery in Witney to deliver their take on the American influenced style of pale ale, made with a blend of darker malts. This produces a deceptively darker beer with a refreshingly big fruity hop character from a blend of six different hop varieties.",1,"['Ipa - Black', 'Cascadian Dark Ale']",3.399
198958,Sergeant Pepper,34205,7,0,,1,"['Saison', 'Farmhouse Ale']",3.566
982103,Ransack the Universe - Hemisphere IPA,76841,6.8,85,"Galaxy hops from Myrtleford, Victoria in Australia and Mosaic hops from Yakima, Washington, USA, deliver aromas and flavours of tropical fruits, mango and citrus. Light malt body lets the hops shine through, and finishes crisp but not bitter. A hemispheric hop mashup.",1,['Ipa - American'],3.878
624348,Mexican IPA,117329,6.6,67,"is a hoppy full-ﬂavored ale similar to an American IPA in hop aroma and ﬂavor, but less bitter. Key limes have been added to the brewing process to accentuate the citrusy aroma from the American hops while balancing the bitterness with the sweetness of the Key limes. This is a new, inventive style of beer, the Mexican IPA.",1,['Ipa - American'],3.669
847128,Lazarus (recipe roulette),159737,8,30,"Always changing Tripel-Based recipes.  

The LAZARUS's recipe is different every brew, but the label remains the same, as is the intent with which we offer it: joy and celebration of the newness of life. 

IBU is always around 30.
ABV% is always 8%.

Ingredients and mashing process change every brew. 

Cheers to all those who like us on:
https://www.facebook.com/bruutbier
",1,['Belgian Tripel'],3.601
692036,Vin D'orge,9277,9.8,90,"Du haut de ses 90 IBU, ce vin d'orge est brassé avec une grande concentration d'orge fumée au bois de cerisier. Vieillie trois mois en fermenteur et houblonnée à froid avec le délicieux Nelson sauvin, cette bière est excellente pour accompagner un steak sur le grill, un saumon fumé ou tout simplement devant un feu de bois avec un bon tabac à pipe",1,['Barleywine - American'],3.718
317221,Deliberation Amber Ale,23986,5.5,0,,1,"['Red Ale - American Amber', 'Red']",3.515
1228972,Vete India Pale Ale,62437,6,0,"Wheat india pale ale flavored with zest from oranges, mandarin, lemon, lime and grapefruit.",1,['Ipa - American'],3.296
1238164,Larry's Stupid Quadrupid IPA,2507,15.1,125,This is actually a Qaud IPA,1,['Ipa - Triple'],3.973
331069,4 Blés,12740,11.7,0,,1,['Dark Ale'],4.234
1434289,CBB,19827,5.2,0,,1,['Lager - Euro'],0
922981,4 Elf Winter Warmer Ale (Rum Barrel Aged) (2014),426,8.75,0,,1,['Winter Warmer'],3.956
665194,Wheat,96263,5.3,0,"*from Denison's website*

Side Launch Wheat (formerly Denison's Weissbier) is true to style, served unfiltered and is very refreshing.  Although its only ingredients are malted barley, malted wheat, imported hops, water, and yeast, the special Bavarian yeast produces the classic but unusual flavours of a true wheat beer.  Flavour notes such as banana, clove and vanilla are all present.",2,['Hefeweizen'],3.522
100703,Gusto 1833 Golden Blond,4053,8,0,Brewed for the 175th birthday of the brewery.,1,['Belgian Strong Pale Ale'],3.568
112024,Pilsen,18541,4.6,0,,1,['Pilsner - Other'],3.029
1449727,Кленовое,222993,4.7,0,,1,"['Herbed', 'Spiced Beer']",3.038
5826,Pine Belt Pale,1172,6.5,0,A deep copper colored ale with a substantial malt backbone accented with British crystal malts with aggressive hop bitterness and substantial American hop flavor and aroma. The yeast profile is neutral.,1,['Pale Ale - American'],3.459
1216456,Steady Rollin' Session IPA,3125,4.8,50,Refreshing and light bodied with bright grapefruit and passionfruit aromas.,1,"['Ipa - Session', 'India Session Ale']",3.643
468760,Homemade Apple Pie,51632,6.9,0,"Aroma of fresh apple pie. Taste is just like an apple pie with cinnamon, pie crust and nutmeg.",1,['Cider'],4.071
558564,Caulier Extra Tripel,60693,9,0,,1,['Belgian Tripel'],3.055
94668,Rodenbach Caractère Rouge,291,7,0,"The brewer allow the beer to macerate with fresh cherries, raspberries and cranberries. After this maceration in oak, the beer re-ferments in the bottle. The result is RODENBACH Caractère Rouge, an exceptional RODENBACH with fruit maceration and a 7% alcohol volume. The brew is more than unique and extremely exclusive, as only 900 75-cl bottles were produced. Geunes serves this wilful beer as part of his other unique range of beer varieties in his restaurant, ’t Zilte, at the Antwerp MAS museum.",1,['Flanders Red Ale'],4.298
967678,Hisingens Diamant,100682,5.5,55,,1,['Ipa - American'],3.359
210862,Rubber Monkey Belgian Wheat IPA,7966,7,0,,1,['Ipa - Belgian'],3.766
1217878,Mosaic Single Hop APA (Moonlight Kettle Series),3727,4.7,30,,1,['Pale Ale - American'],3.836
302880,OverRated,2609,7.3,69,"It’s been said, “It’s easier to brew an extremely hoppy beer than an extremely balanced beer.” And you know us, we are always looking for the easy way out, so we jumped on the West Coast IPA Bandwagon and brewed this dry and hoppy ale. “Surly’s a little bit of a one-trick pony, they just brew gimmick beers,” and maybe we are OVERRATED, but at the end of the day, it’s just a beer. If you like it, great, so do we. If you only liked us when we were small, then leave this one on the shelf. Let one of the fanboys grab it.",1,['Ipa - American'],3.886
1076392,Hell Bound,118962,5.5,25,Light bodied brown ale with notes of chocolate & honey. Meant to be an easy drinking darker beer showcasing honey from local bee keepers. ,1,['Brown Ale - American'],3.529
1178001,Else If Imperial Stout - Apple Pie Ed.,184833,10.2,65,"Imperial stout made with apples, cinnamon and vanilla",1,['Stout - Russian Imperial'],3.936
29074,Hopping Hare,1752,4.5,0,"Light and crisp with a wonderful hoppy aroma and bite, it is an ale that is 'bound to satisfy'.

To give the Hare its distinctive and characteristic hoppy aroma and taste our talented team of brewers use Super Styrian hops (added twice to the Copper) and Styrian Goldings Dry Hop added to cask for extra aroma.",1,['Ipa - English'],3.423
730240,Dragon Scale,535,0,0,Vienna Lager Brewed By Florida Beer Co. for the Wizarding World of Harry Potter - Diagon Alley in Universal Studios Florida.,1,"['Lager -  Vienna', 'Amber']",3.563
1408091,Green Dreams,237033,5.8,31,Low bitterness. Extra Hoppy. Citrus. Pine Resin. Lemon Grass.,1,['Pale Ale - American'],3.704
166935,Lancaster Black,3730,4.5,0,"Gold Medal winner SIBA Award, Classic traditional stout. Complex taste with a rich and full body. Crisp with a full bouquet of spices, fruit and floral aromas. Black is a stout for the true connoisseur.",1,['Stout - Other'],3.479
375332,Pinedrops IPA,441,6.5,70,"This West Coast IPA is like that sweet little Nordic trail off the main trail of Meissner - it takes the high road. Using Pilsner base malt, it is light on malt but not hops. With a hop bill consisting of Amarillo, Centennial, Northern Brewer, and experimental hop X, we packed in the pine along with the citrus notes we love.",1,['Ipa - American'],3.68
840574,Puffy Stack,16290,8,100,,1,"['Ipa - Black', 'Cascadian Dark Ale']",3.836
84389,Kuchlbauer Weisse,6123,5.2,0,,1,['Hefeweizen'],3.546
1378290,Grand Prestige (2016),1953,10,0,,2,['Barleywine - English'],3.922
649017,Hofnar Tripel,4831,8,0,,1,['Belgian Tripel'],3.504
1390375,Jester & Minstrel,14629,6,50,"English Pale Lager - Biscuit malt flavour with a clean lager finish.
Malts: Marris otter, caramalt, crystal 1
Hops: jester, minstrel 
Yeast: s-23 lager yeast",1,['Lager - Pale'],0
463130,NÄÄS Mörk Lager,78593,5.8,0,,1,['Lager - Black'],3.071
862052,Wild Goose Chase,41559,4.5,0,Farmhouse pale + Gooseberry + Zingy,1,['Sour Ale'],3.482
259563,Fürsten-Pils,42879,4.9,0,,1,['Pilsner - German'],3.069
85436,"Black Betty Imperial Stout (Reserve Series, Whiskey Barrel Aged)",901,11.3,67,,1,"['Stout - American Imperial', 'Double']",4.066
164851,Gigantic IPA,24229,7.3,85,"True to its name. Cascade, Centennial, Crystal and Simcoe create a citrusy hop confluence that continuously embiggens with each drink. The embodiment of our brewing philosophy to “Never Give An Inch”.

“Free your mind and your ass will follow”    -George Clinton

 

Availability: All the damn time in Oregon, Washington, California, British Columbia, Alaska, Vermont, Chicago, Hato’s Bar in Tokyo and Brew Dog Bars in Europe. ",1,['Ipa - American'],3.787
901539,Amber,8835,4.3,0,,2,"['Lager - American Amber', 'Red']",3.428
1065442,All In Jim APA,108499,5.4,60,"All in Jim APA

'All in Jim' for those living life to the full, not afraid to just go for it.

Malt: Pilsner, Maris Otter, Carapils
Hops: Citra, Cascade, Sorachi Ace, Herkules
Yeast: House Yeast
ABV:5.4%
IBU:60
EBC:5",1,['Pale Ale - American'],3.85
1258896,Pale Ale,209452,5.5,0,,2,['Pale Ale - American'],3.671
1342688,Darkside DIPA,157156,10.3,100,"Specially brewed for the new Star Wars release, This double IPA will awaken The Force within you.  Apollo and Azacca hops provide a citrus dominate aroma and a bold bitterness",1,"['Ipa - Imperial', 'Double']",3.661
47933,Gold Märzen,11214,5.6,0,,1,['M\xc3\xa4Rzen'],3.293
1435709,Winey Bastard (2015),3252,9.3,70,,1,['Stout - Russian Imperial'],4.061
139763,Scarecrow Organic,1376,4.7,0,"Organically grown English Barley Malt & whole leaf Target Hops combine to evoke lazy, hazy days of summer in this serenity satisfying golden harvest brew.",1,['Pale Ale - English'],3.187
636938,Athena,8509,4.5,0,"A refreshing, gently tart, German-style wheat beer.  Our take on the classic Berliner has a blend of citric and fruit notes with nods to cider and sauvignon blanc.",1,['Berliner Weisse'],3.816
7652,Brewer's Reserve Bourbon Barrel Stout,358,9.5,0,"The brewery's most highly sought after beer, this imperial stout is aged to perfection in oak bourbon barrels. Look for this tasty treat to contain hints of bourbon and vanilla with roasted overtones that is sure to please any connoisseur's palate. Serve this beer at cellar temperature from a snifter glass, and enjoy this expression of our passion for brewing. ",1,"['Stout - American Imperial', 'Double']",4.218
1206678,Blackstrake Stout,207789,4.5,40,"Extremely dark in color but surprisingly light on the palette, our stout is remarkably complex. With hints of chocolate and caramel, robust flavors of roasted malt come through to round this brew out. It is everything a stout should be: calming, cooling, and vastly flavorful.",1,['Stout - American'],3.528
1343236,Risen,4939,8.4,50,"Collaboration with Surly Brewing Co. Oak-Aged Double Brown Ale with Coffee

a coffee and oak, double brown ale.  This lavish brown ale was brewed with over 100 pounds of locally roasted coffee and was rested on oak for a toasted finish with extra complexity.
",2,"['Brown Ale - Imperial', 'Double']",3.969
838648,Oatmeal Stout,155334,6.2,0,,1,['Stout - Oatmeal'],3.945
1368645,Dunkelweizen,200442,5.25,13,"This is a darker version of our hefeweizen due to the  crystal and chocolate malts. Dunkel=dark, Weizen=wheat...a dark wheat.",1,['Dunkelweizen'],3.714
7651,St-Ambroise Oatmeal Stout (Noire à l’avoine),198,5,45,"Brewed from 40 percent dark malts and roasted barley, this intensely black ale carries strong hints of espresso and chocolate. Oatmeal contributes body and a long-lasting mocha-colored head to this well-hopped beer.
• Dense mocha-coloured head
• Chocolate/espresso flavour, medium sweet with a distinct floral aroma
• Ideal accompaniment to chocolate desserts",1,['Stout - Oatmeal'],3.644
1153391,Saint Dekkera Reserve Sour: Flanders Oud Bruin,6597,7.2,0,"Our Saint Dekkera® Reserve Sour Ale series are naturally soured by spontaneous/wild secondary fermentation and aging in oak barrels with microflora wonderfully unique to our downstate Illinois terroir, where we embrace the individual, wild character of each barrel to produce beers with a wide array of acidity, sourness and unadulterated funkiness. ",1,['Sour Ale'],3.863
16362,Teufel Bock,56,10.9,20,Our Weizen Dopplebock is dominated with 60% wheat that imparts a nutty-bisquit flavour. It is complimented with Perle and Hersbrucker hops.,1,['Weizenbock'],3.562
283965,Black Diamond,1139,5.1,25,A deceptively light bodied lager despite its deep black color and soft brown lace. The creamy mouthfeel is enhanced by notable dark chocolate and espresso flavors from heavily roasted malts. A brief cocoa bitterness is finished crisp and clean.,1,['Lager - Black'],3.5
10676,IPA,2949,6.2,63,"Green Man India Pale Ale is delectably hoppy with a properly balanced body. Generous hop additions give it a wonderful bitterness and pleasant floral nose, while our combination of traditional British malts creates a rich, satisfying flavor and alluring copper color. This authentic English-style IPA is our flagship ale. ",1,['Ipa - English'],3.595
1204571,Indian Summer Pale Ale,4254,4.2,15,"Sure summer is great, but an Indian Summer goes on forever. You get those perfect days when the heat is just right and you can enjoy long, lazy afternoons, soaking up the warmth from tropical reaches. Crisp & light in bitterness with aromas of passionfruit & honeydew, light in alcohol and body, but not at the expense of hop character. To be enjoyed now and long after the sun’s gone down.

Hops: Equinox and Galaxy

Malts: Pale ale and wheat",1,['Pale Ale - American'],3.547
1390290,IPA 9.3,16687,6.8,0,,1,['Ipa - American'],3.757
858244,Oliver's Island,3296,3.8,0,"Bottle/Keg: 4.5%. Cask: 3.8%.
A refreshing golden ale brewed with malt and hops in perfect balance to deliver an easy drinking ale with citrus and tropical fruit notes and a crisp satisfying bite. With the addition of orange peel in the brew the beer has an enhanced refreshing flavour.",1,['Golden Ale'],3.229
858245,Barrel Aged Bomb!,37713,11.2,65,"Imperial Stout aged in Balcones Whiskey Brimstone barrels with coffee, cacao nibs, vanilla beans, and chilis added.",2,"['Stout - American Imperial', 'Double']",4.478
232666,Black Elixir,3298,13.7,0,,1,"['Stout - American Imperial', 'Double']",4.023
295929,Ill Eagle Imperial IPA,13559,8.5,90,"This is a double IPA that shouldn't cross state lines, can’t be registered, and I wouldn't tell your mom about it. We made Carpenter Ranch in Yakima an offer on their hops that they couldn't refuse and brewed a complex beer that’s flavor forward and full of aroma. When money laundering, bribes, and prohibition take their toll, the baddest birds dip their beaks into this bitter yet smooth full flavored ale.",1,"['Ipa - Imperial', 'Double']",3.821
