UID,User_Name,Location,Number of Ratings,Mean Rating
511605,Stepie0024,Tulsa,0,nan
1618634,RutgerS,Utrecht,0,nan
1033418,zungle,Sandnes,0,nan
530133,Brynja666,Stockholm,0,nan
1807794,carlmoberg,"Dunlap, IL",0,nan
288663,Cjcleary,"Wellington, New Zealand",0,nan
2419202,NavyChic38,Chula Vista ,0,nan
215205,jneher23,"Raleigh, NC",0,nan
2489246,Bhughes1812,Brett's Pour House,0,nan
2642210,RubyJules,Minnesota,0,nan
64432,dermike,Stockholm,0,nan
1318297,BrewHound71,"Grand Ledge, MI ",0,nan
337822,colegmorgan,Oregon,0,nan
3157633,elmarioylacheve,Buenos Aires,0,nan
2618903,WiOs,"Groningen, the Netherlands",0,nan
573058,Natrajk,Bergen,0,nan
1689754,loupdrag,"Ames, Iowa",0,nan
904426,Jughead232,Indiana,0,nan
1149139,lukeangi,"Concord, CA",0,nan
554147,Radarroom,"Waco, TX",0,nan
1461962,kjeva,Hjemme i Byåsveien,0,nan
424963,bragevik,Lervigland,0,nan
327720,morose,Lincoln,0,nan
164054,Koze1,Chicago ,0,nan
226124,jameswar,"Denver, Colorado",0,nan
928873,rhyssharrem,London,0,nan
248489,OrangeLeatherCouch,"Olympia, WA",0,nan
3105055,Fredriksen,Kråkebakken,0,nan
2044810,Borges1906,Lisboa,0,nan
2414566,PooBeer33,Blowing Rock,0,nan
961189,TheActualCraig,"Waterloo, ON.",0,nan
163752,ped_76,Thetford,0,nan
1274154,rynorr,"Norrtown,  Ontario",0,nan
557843,RastaJake,Iowa,0,nan
2605314,Bugleboytom,Las Vegas,0,nan
415027,Bigdogdave,Daves garage,0,nan
1674302,Bamsen,Norway,0,nan
1241529,JessSeekanDestroy,Mpls,0,nan
26800,Mycol,Maryland,0,nan
445275,pursey,glastonbury,0,nan
956364,fliphawk4,Flips Garage,0,nan
313026,rbottini,Seattle,0,nan
203388,hmarroquin,"Monterrey, Mexico",0,nan
1280947,Fabeerizio,Roma,0,nan
164356,sethosten,NJ,0,nan
1357174,crawbucky,"Chico, CA",0,nan
1645304,RalphVH,Georgetown,0,nan
769025,Jay89,"Fairfield, NJ",0,nan
1056595,lparsons1972,Wigston ,0,nan
152199,ricksling,St Paul,0,nan
1499429,tutentuba,adelaide,0,nan
1050771,hgillham,Saint Paul MN,0,nan
2191010,Hopstotheyeah,Salt Valley Brewing Company ,0,nan
189825,sigenner,QUARRY BANK,0,nan
1176732,Beunhaes,Bushalte Fatimastraat,0,nan
458838,Mulls66,"Harrisburg, PA",0,nan
448920,Clownoisseur,"Buchanan,MI",0,nan
1672184,beerpunjab78," Boston, MA",0,nan
2883042,Purekas,Tartu,0,nan
143206,JYerdon219,"Buffalo, NY",0,nan
128890,petersoderberg,SoderBeergs,0,nan
1121000,supersilo,Amsterdam,0,nan
607470,twist317,Headies Brewing Inc.,0,nan
1474537,RustyBob,CT,0,nan
2142629,coachwgh,LaGrange,0,nan
499894,marcclift23,Georgia ,0,nan
25729,CMKBREWER,"LEHIGH VALLEY, PA",0,nan
1246484,defeataq,"One Step Ahead, PAL",0,nan
75823,chiefcastor,"Arlington Heights, IL",0,nan
2366483,Legsx1988x,Manchester,0,nan
1579349,derdirk,Unna,0,nan
2132467,Rage666,Budapest,0,nan
540882,CKaiser17,"Sacramento, CA",0,nan
1687519,darren8858,"Kidderminster, UK",0,nan
79045,grieves757,virginia beach,0,nan
2271667,Farsbo,Herrängen,0,nan
2297133,ebgreen03,Miesenbach,0,nan
2358854,Schoonhoven,Schoonhoven,0,nan
29425,pixelution,"Linz, Austria",0,nan
9771,jeffnearlife,greensboro,0,nan
1586803,Pelino,"Butler, Pa",0,nan
708763,taylorg273,"Lakewood, Colorado",0,nan
722410,Hockeymagik10,80504,0,nan
2041619,cameroo843,greenville ,0,nan
1297513,Newwavesouljah,New Jersey,0,nan
2078579,logsdonj,"Sand Springs, Oklahoma",0,nan
2288269,Ravencorner,Bremen,0,nan
254831,jenniferld,Pittsburgh,0,nan
2511728,Sabretooth12,Bengal Jungle,0,nan
121773,lel352,Criciúma,0,nan
2549403,Gav679,Sydeney,0,nan
1465520,Gab_res,Perth,0,nan
915620,bugstop60,"Wollaton, Nottingham",0,nan
166365,carebear1006,indianapolis,0,nan
2744158,Jtay23,Fetty Wap ,0,nan
2359907,evilbusdriver,Washington,0,nan
2427822,peter-enkelaar,Hoofdkwartier Amersfoort,0,nan
3038751,KevinMcHale1,"Ashburn, VA",0,nan
1638847,,Spaniel Central,50,3.9100000000000001
387416,,NC,49,4.1887755102040813
1779221,xavier249,Omaha,0,nan
181030,,Henderson NV,29,3.3189655172413794
2953744,Jessemfulton,"Orange, CA",0,nan
20012,,"Belgrade, Serbia",50,3.4449999999999998
226909,,Malmö,50,2.9500000000000002
2345556,Etienne80,Home Margraten,0,nan
1242008,,Rockford township ,49,3.3418367346938775
29771,,Lytham St Annes,4,4.4375
2146213,willisread,Tokyo,0,nan
1062625,,Nijmegen.,38,3.4210526315789473
851537,,Trondheim,46,2.9130434782608696
462943,,Cheshire ct,48,4.145833333333333
420057,Gochevy,Pollock Pines Ca.,0,nan
598892,,Atascadero CA,50,3.5
2293808,TITANBARBUDO,Zaragoza ,0,nan
1501658,,"Orlando, Florida ",50,3.7949999999999999
2215742,,"A Coruña, galicia.",50,3.8799999999999999
1470040,,"Portland, OR",50,3.4500000000000002
2165447,,Nijmegen,50,3.2400000000000002
1824819,,"Dayton, OH",50,3.9199999999999999
14979,,"Dublin, OH",48,3.9166666666666665
37501,,"Raleigh, NC",49,3.5204081632653059
2654782,,"Celina, TX",50,3.7000000000000002
100161,TFranks,"Houston, TX",0,nan
235488,,"Dallas, GA",16,4.765625
434092,,Groesbeek,50,3.27
762383,,From LA to Oaktown,50,3.9950000000000001
422455,,SATX,46,3.8043478260869565
149248,Emil,Kern County,0,nan
117414,,cleveland,0,nan
2628517,jgoodasell,East Grinstead,0,nan
939143,,Alabama,49,3.9132653061224492
3008178,,Houston,50,3.7999999999999998
1512929,,Bromsgrove ,50,3.8849999999999998
1698722,,"Muskegon, MI",50,3.5899999999999999
1624023,Swbenson,"Saint Paul, MN",0,nan
2932461,Berggeit83,Rotterdam,0,nan
881458,,"Hamilton, NJ",50,3.9550000000000001
338494,eatshopsandlife,New Jersey,0,nan
228458,,Norway,50,3.4350000000000001
624067,Tapmon,The Tap House,0,nan
2691133,,Groningen ,50,3.2200000000000002
156146,,Minsk,50,4.0650000000000004
174469,,Linköping,50,3.5150000000000001
1447950,gurgelmaz,Sweden,0,nan
1547205,TipsyMcStagger78,Calgary,0,nan
753735,,PA,50,3.8849999999999998
1485512,,Angora/Turkey,48,3.3177083333333335
2578030,,"Ottensen, HH",49,3.6326530612244898
2155593,YukonTed,New Hampshire,0,nan
974692,,"Norfolk, VA / Osaka, JP",50,3.9700000000000002
1194723,amiracle,"Mill Valley, Ca",0,nan
2161300,Erikbasse,Tønsberg,0,nan
10504,TheBrandman,"Charlotte, North Carolina",0,nan
534932,Cooper40,Wichita KS,0,nan
3095312,,Utrecht,27,2.6851851851851851
2415307,,Groningen,50,3.375
1065941,Kenprcell,"Mooresville, NC",0,nan
2875016,,Budapest,50,3.96
864400,,"Hobart, IN",50,3.7450000000000001
20355,ChefChad,Omaha,0,nan
33150,,"Ann Arbor, MI",48,3.953125
642920,Hedgecore138,"Richmond, VA",0,nan
106901,,"Hebron, CT",49,3.9795918367346941
1339493,,"Baltimore, MD",50,4.0999999999999996
2580026,,London,50,3.4750000000000001
1863884,arntfu,Casa Furuskog,0,nan
761914,,"Sault Ste. Marie, Ontario Canada",50,3.665
1176428,,"Aberglasslyn, NSW",50,3.6749999999999998
2219199,,Manhattan,50,3.79
686,flavius,"Victoria, BC",0,nan
1031682,,bellbrook ohio,50,3.9550000000000001
361358,,Beantown,50,3.8050000000000002
1099538,,Chippewa Falls,50,3.415
1964241,,Barcelona,50,3.7650000000000001
2162270,,"Buffalo, NY",50,3.5299999999999998
98146,Bunnytremblay,"montreal, Quebec",0,nan
331284,,Huddersfield,50,3.75
2887185,,Grenchen,50,3.4550000000000001
32758,,Göteborg,50,3.585
678276,,Sweden,13,3.6923076923076925
2210842,chuckypelican,San Diego ,0,nan
7233,,"Brea, CA",48,4.083333333333333
2325205,josanguapo,Sevilla,0,nan
272925,,Paris,1,4.25
255571,,Trondheim,50,4.0149999999999997
2076102,Preater,United Kingdom,0,nan
2854482,,Moscow,46,4.0326086956521738
289158,paulsaka,"Curitiba, PR, Brazil",0,nan
3044839,ruisun,Shanghai,0,nan
1452030,,Wisconsin,50,3.79
639106,LHS07,"King of Prussia, PA",0,nan
268909,paulkoz,Hazleton,0,nan
1322530,,Ölrepubliken 2.0,50,3.9700000000000002
857137,,Aalborg,47,3.7340425531914891
435031,clashslf,Seattle,0,nan
1490215,leictiger3,Leeds,0,nan
1126867,,Tring,50,3.5449999999999999
1240086,,Rochester NY,50,4.1399999999999997
109948,elliy14,california,0,nan
539289,,"Denver, CO",47,3.5638297872340425
504883,JWP,"Jeannette, PA",0,nan
1138595,,"New Britain, CT",43,4.308139534883721
168290,,"Viborg, Denmark",50,3.7999999999999998
1401811,dpiotrowski35,"Washington, DC",0,nan
1680680,markamsterdam,Amsterdam,0,nan
32705,,"San Antonio, TX",50,2.9700000000000002
32704,nikpelham,"Bowling Green, OH",0,nan
819594,,Steenwijk,48,3.2604166666666665
281406,Jlevens,Baton Rouge,0,nan
1524099,,Colorado,50,3.4500000000000002
34958,,"Las Vegas, NV",50,4.5300000000000002
111265,japajak,"Mesa, AZ",0,nan
2118787,BeerForMePlease,Boston,0,nan
1672397,,Nederland ,49,3.545918367346939
47947,ActiveBeerGeek,"Old Orchard Beach, Maine",0,nan
185794,,"Seattle, WA",1,5.0
1340373,Sakattack,Connecticut,0,nan
241994,kayurp,"Dallas, TX",0,nan
26977,,Whore Island,50,3.5249999999999999
242601,youngc12,"Stuttgart, Germany",0,nan
132717,dsheeler_01,"Piscataway, New Jersey",0,nan
1192575,,"Mount Clemens, MI",49,3.9387755102040818
364008,bcronks,"mechanicsburg, pa",0,nan
1036276,,Earth,50,3.4900000000000002
48913,,"São Paulo, BRASIL",50,3.4500000000000002
547394,,My couch,50,3.9950000000000001
1106864,,Southern Oregon,50,3.79
19524,,"Dover, NH",50,2.7200000000000002
984185,yngwie,Norway,0,nan
225899,Jujube,Cleveland,0,nan
901283,Zazie,Ballston Spa NY ,0,nan
232206,,Gävle,50,3.4550000000000001
2255663,Bierspuwer,'s-Hertogenbosch,0,nan
3171,keefner78,Chicago,0,nan
745111,CraftKulture,Central Florida,0,nan
1755547,Nando_Mauro,Araraquara/SP,0,nan
537961,Dankin,Brasília,0,nan
66585,,"Queens, NY",37,4.1283783783783781
1642996,,Tampere,39,3.2820512820512819
434227,,Back in the Valley,50,4.125
968807,,At the Lugg,50,3.5899999999999999
2077974,,"Bridgetown, NS",0,nan
2022499,Valentin66,Moscow ,0,nan
862510,mrmarmotster,Cortland New York,0,nan
22990,marktyork,York,0,nan
342504,,Syracuse NY,49,2.7908163265306123
2260096,,Rachel & Ronald,50,3.1549999999999998
1318669,Bcavan,"Newcastle, NSW",0,nan
2895604,stoneandrob,Chicago,0,nan
2012190,,"Baile Átha Cliath, Éire ",50,3.3500000000000001
2811189,,Zagreb,50,2.9700000000000002
1493545,R_bert,Someren,0,nan
215678,j64,Boston,0,nan
1943046,dcbrewsky,"Attleboro, MA",0,nan
1107150,Beerwitte,"1269 April Lane, Green Bay, WI",0,nan
994399,iwillbetheeraser,"Fresno, CA",0,nan
2084650,wenee,PA,0,nan
2983894,Paterson,Warszawa,0,nan
199155,yorkshiredave,huddersfield.west yorks.england,0,nan
211013,counse,Halifax,0,nan
1580971,plachowich,Toronto,0,nan
2013684,TJenko10,Granger,0,nan
84831,,St. Louis,43,3.9941860465116279
2366234,monika1,Swedesboro nj,0,nan
1323382,,Göteborg,50,3.5150000000000001
79664,chellinsky,"Bismarck, ND",0,nan
1137089,IPA66,"Boise, ID",0,nan
1641851,johncardwell,"Somers, CT | Bryant University",0,nan
396646,xschmoozme,"San Diego, CA",0,nan
9588,ijoyce,Kansas City,0,nan
776218,,Idaho,50,3.7999999999999998
446685,Birstallblue,"Birstall, Batley",0,nan
2986388,Osiboko,Pixbo,0,nan
772142,Badmunkystew,"Bunker hill, WV",0,nan
642003,matikman,counterproductive,0,nan
1468743,mmoll,Balltorp ,0,nan
2595651,hansjnsson,Restaurang JJJ,0,nan
509565,CreamedChippedBeef,"Mills river, nc",0,nan
389361,tim_horstmann,Pennsylvania,0,nan
2433953,gbreadman5,72704,0,nan
2990532,Eddie13639,Munich,0,nan
70289,kennethlim,"Amsterdam, The Netherlands",0,nan
1439562,AMA1295,"Plano, Texas",0,nan
254350,rakenroll,Beergium,0,nan
1364443,Ironman2401,21401,0,nan
506167,wceaton,"Asheville, NC",0,nan
1877916,Alanisfun,Chicago,0,nan
2396289,PetervD1983,Het echte Bierhuis van Dongen,0,nan
953108,bjurling,Adilsvägen,0,nan
1028693,cannon_lab,"Farnham, Surrey",0,nan
98279,swanie227,"Atlanta, GA",0,nan
2294208,Nlong21,The Hollow,0,nan
524610,weiliklee,Kuala Lumpur,0,nan
2493846,SunShower,Butler,0,nan
145758,robusto60,Gladstonia,0,nan
1914356,RaySlater,United Kingdom,0,nan
1378313,Raw-S,Edinburgh,0,nan
2973795,Kidd11,"Gatineau, QC",0,nan
81614,jdotb,Texas,0,nan
979929,ESundy,"Acton, MA",0,nan
58003,JM6367,NJ,0,nan
562897,ericjbush,Houston,0,nan
1189069,QuenchMyThirst,NYC,0,nan
96800,marni1012,beavercreek,0,nan
2785808,CaptainVarrel,Varrel ,0,nan
2919726,Palois_Oeschl,Selb,0,nan
1001464,DoctorImpossible,"London, UK",0,nan
110241,ajax-81,"hammond , LA",0,nan
424291,Smithanm,"Portland, OR",0,nan
1457847,ChrillaP,Beersons mansion,0,nan
1521340,FelipeVTerra,Varginha ,0,nan
770002,Rosette,Nijswiller,0,nan
3120724,Saralovescider,nottingham,0,nan
426884,Ale_Hunting,"Suffolk, UK",0,nan
1684193,stevepjennings,UK,0,nan
2163857,Zomp,Laconia,0,nan
3976,fatboab,UK,0,nan
79262,farnold,NYC,0,nan
3008125,meatmanagerflashg,"Blair, OK",0,nan
336912,Brewmersooner,Roanoke,0,nan
1305522,tawny_frogmouth,A Place With A View,0,nan
1595646,Asiamda,Singapore,0,nan
614927,TerrifyingEq,"Pompey, innit. ",0,nan
679481,charmirtle,"Kalamazoo, MI",0,nan
2532404,deltafringe,chicago,0,nan
244046,Deathbyhops,"Tampa, FL",0,nan
845004,5centMoustacheRides,"OC, CA",0,nan
352620,TheDuck,Växjö,0,nan
913376,kmrob,BEER! BEEER!! BEEEEEEEERR!!!!!!,0,nan
1584633,randeria,NYC,0,nan
676235,per64,Tallkrogen,0,nan
679730,meisterbrau_don,Westmont Illinois,0,nan
1048819,ejduur,Hedel,0,nan
1659154,benmilkid,"Perth, Australia",0,nan
2602524,BigDaddy52,Canberra ACT,0,nan
1029148,Normannjojo,Montréal,0,nan
1114534,MBII,"Conway, SC",0,nan
623449,jbarree,"New Brunswick, NJ",0,nan
2087429,cjschubes,Hoboken NJ,0,nan
37683,norjordet,"Oslo, Norway",0,nan
187512,FiddyBrent,"Washington, DC",0,nan
228344,yerkes_loves_beer,"Berlin, NJ",0,nan
1176495,Oksfjellelv,Bua Nanobryggeri ,0,nan
904023,Fzabel,Portland or,0,nan
2295514,JCarlsen,"Knoxville, TN",0,nan
1741759,,Bromma,50,2.9500000000000002
2454412,kugenuman,"Kanagawa,Japan",0,nan
1699620,spril1967,Ølstykke,0,nan
84613,timmi,"Carol Stream, IL",0,nan
11069,roughsax,"Richmond, VA",0,nan
181193,purplePlatypus,Atlanta,0,nan
1400084,HMY1977,"Glen Carbon, IL",0,nan
159612,xpimptastikx,"Austin, TX",0,nan
238385,zj4x4,Denver,0,nan
2230795,sunny1204,"Okinawa,japan",0,nan
3139768,icastellet,Dublin,0,nan
297861,jayhammed,"Shorewood, IL",0,nan
3029248,SidRod,London,0,nan
1461306,stealthman,"wanHOPpig, maar GERSTaag",0,nan
226886,iseaboldt,New York,0,nan
2864839,RafaelFernando,Gravataí,0,nan
730753,Turtlegirl1017,Harry Potters Livingroom,0,nan
533265,jperkin,KC,0,nan
755720,Tazwicks,Hemel Hempstead,0,nan
207621,slickfish,"hamburg,nj ",0,nan
2852189,craftbeerotaku,Nagoya,0,nan
2041,Cybermudgeon,Pennsylvania,0,nan
1387537,daveduncan,home,0,nan
569587,erikmanosso,Curitiba,0,nan
246272,Ender-in-Exile,"San Diego, CA",0,nan
1568157,Sirshartsalot,NJ,0,nan
1270214,catraxler31,winston-salem north Carolina,0,nan
97447,akanne42,Atlanta,0,nan
1370387,kabouterpils,Soest,0,nan
1203407,3UpAdventures,Ridgway,0,nan
2696112,chri0311,Erlangen,0,nan
144297,tschultza,Miami,0,nan
82719,SeanCamp,Boston,0,nan
102247,willjudd,"Mount Pleasant, SC",0,nan
2993710,abjones22,"Nashville, TN",0,nan
856391,porkbutt,"Turlock, CA",0,nan
1160213,LouBrew83,TWP,0,nan
1737828,bont004,Amsterdam,0,nan
1264385,DaddyHawk,"Jacksonville, FL",0,nan
504653,lev_termen,Madrid,0,nan
436432,ParkerQuinnS,TX,0,nan
2674553,Nordmannen,Sweden,0,nan
857010,Yanush,Sofia,0,nan
783136,Windtwood,Risør,0,nan
1243604,cswhit,Michigan ,0,nan
426536,Ygtbsm94,"Blacksburg, VA",0,nan
659343,BaalMan,"Niterói, RJ",0,nan
1172299,Prince-of-Ales,Clyde,0,nan
479335,brewchip,florida,0,nan
3028607,TripelWillem,TrappistenHouseWillem,0,nan
815571,stevendbrady,"Nottingham, MD",0,nan
1055014,Andschaef,"Linden, NC",0,nan
450592,seanlc,Chicagoland ,0,nan
2638750,Tyson1966,Oslo,0,nan
462037,tdizzle99,"Philadelphia, PA",0,nan
2649246,Zeredan,Esztergom,0,nan
1342114,Quest4Beer,Herefordshire,0,nan
1015818,0duff0man0,wellen,0,nan
696670,ozmion,Helsingborg,0,nan
31646,ubualemike24,"pittsburgh, pa",0,nan
19951,TNeutron,"Gorham, ME",0,nan
1493220,colmmccole,Ballina Co. Tipperary,0,nan
194692,wbmike,Chicago,0,nan
73613,drewengquist,"Minneapolis, MN",0,nan
648500,cbartholomay,"Madison, WI",0,nan
149182,facmarangoni,Brasília - Brazil,0,nan
2015086,Petersb13,Hanford,0,nan
767511,Seef030,Utrecht,0,nan
1531263,shunsuzuki,"Edogawa-ku, Tokyo, Japan",0,nan
3002129,katastroof,essen,0,nan
188747,beardopdt,colorado,0,nan
504610,Nightshiftzombie,Montreal,0,nan
1535164,tommygunn1127,Chicago,0,nan
439405,Biggz1,Kitchener,0,nan
1694795,BrewderSigh,Sweden,0,nan
15753,DevonCLandry,"Killingworth, CT",0,nan
2600513,coorsbaby,new tripoli ,0,nan
1087808,Jbouchard78,Killer Bees Brewery,0,nan
15758,Vaelo,Wellington,0,nan
1456388,jerkov20,"Philadelphia, PA",0,nan
1461119,jcaseyr,"Waipahu, HI",0,nan
410281,CTolson,"Gilbert, AZ ",0,nan
419832,Bledsoe,North Phoenix ,0,nan
1686414,gabrieltraylor,New Jersey,0,nan
339653,retrained,AZ,0,nan
2839824,gpeipman,Tallinn,0,nan
597357,philiplikesbeer,Hong Kong ,0,nan
388617,DragonflyBlue,"Dublin, OH",0,nan
176960,ecso586,Parsippany,0,nan
211859,tlindohf,Malmö,0,nan
884823,SugarNate,Bloomington,0,nan
158069,JDetter,Pennsylvania,0,nan
1143182,Ironpants,Kumla,0,nan
424369,bgatz,"Seattle, WA",0,nan
1653925,mandrake80,weert,0,nan
1820249,pablotatt,Leeds,0,nan
275228,smsfahy,"Knoxvegas, TN",0,nan
1609953,yellowbedwetter,"Sedalia, MO",0,nan
304882,Deanwpoole,Newport,0,nan
41137,jwetnap,Baltimore,0,nan
1540384,Hoplanet,"Richmond, VA",0,nan
1784134,slavicgal,Smitten with the Mitten ! ,0,nan
2098376,Slothjr08,Maine,0,nan
472262,steelpenguingod,19460,0,nan
1512787,Geraldo30,Wisconsin,0,nan
531771,WEReed,Philadelphia ,0,nan
977173,Widiver,Oregon WI,0,nan
1291300,Audiors,Indianapolis,0,nan
2291466,Padde1000Promille,Hamburg,0,nan
150138,jquintanilla,"Des Moines, Iowa",0,nan
752997,aslet,Trondheim ,0,nan
2978188,Megadeth5150,Big in Japan,0,nan
195030,TheBroManifest,Jersey City,0,nan
28012,DLichtenberger,DE,0,nan
314361,dpep,Boston,0,nan
2473642,Takuryo,Yokohama,0,nan
1142833,danielratner,"Simi Valley, CA",0,nan
1530669,VilleB,Vaasa,0,nan
30892,r1990297,"Saitama, Japan",0,nan
796325,SWEhophead,los_angeles CA/ malmoe Sweden,0,nan
21725,tvmatt,"Washington, DC",0,nan
562868,snommed,Collingswood,0,nan
2134993,Peredur,Lorient,0,nan
1043194,ashenback,"Stockholm, Sweden",0,nan
102205,rodrigobarni,Brussels,0,nan
2257737,Eringer,Lucilinburhuc,0,nan
1770812,Pellepartille,"Furulund, Partille",0,nan
719603,JVP69,Toowoomba,0,nan
439740,jcpratty,"Los Angeles, CA",0,nan
29795,MelanieK,"Bangor, ME",0,nan
1932751,ragingmoose,Tx,0,nan
292243,Tye-J,"Munich, Germany",0,nan
346569,drventure31,"Bloomington, IL",0,nan
1170,Seehawer,"Wichita, KS",0,nan
1179377,BrickVader,Itchycoo Park,0,nan
1375270,Pbrownlee,"Abita Springs, Louisiana",0,nan
2075546,jamesthekat,"Perth, Western Australia",0,nan
1174184,Raymis,Løvenstad ,0,nan
331793,BroCraig,"Dixon, Illinois",0,nan
999314,,"West Hartford, CT",50,4.0149999999999997
1656158,WarEagleTDAU,Florida,0,nan
916319,conniesun,NYC,0,nan
716505,kbedalov,Waukesha,0,nan
18792,HeyOldStyle,"Chicago, IL",0,nan
6143,MarkNealon,"Union Beach, NJ",0,nan
156659,ocean_,"Perth, Western Australia",0,nan
948770,Blacksoulfamily,Bergen,0,nan
2166436,arildsim,Åkrehamn,0,nan
740410,Gilius,Lund,0,nan
1535239,GoTread,Kentucky,0,nan
776939,beestokk,"Kansas City, MO",0,nan
172185,MarcKeppler,Melbourne,0,nan
1464863,Smokejesus,"Sycamore Twp, OH",0,nan
1130103,Saintbrian,Burke VA,0,nan
181268,krypted,"Minneapolis, MN",0,nan
351913,Cprbond,"Aurora, IL",0,nan
1340592,sarah27,Bensalem ,0,nan
782347,pstidsen,Randers,0,nan
527079,Svrage,Norway,0,nan
626429,SmFritzky,"Ringwood , NJ",0,nan
15973,DrBrew,San Francisco,0,nan
196651,aeroparrot,"Boston, MA",0,nan
294739,G_Strut,"Raleigh, NC",0,nan
942248,rjbehrman,Minnesota,0,nan
744497,jsrunnerbr,"Cream City, WI",0,nan
1542897,Puppysensei,The Magic Palace,0,nan
188018,PatmcqWI,Milwaukee,0,nan
1984071,Ckkbear,St-Petersburg,0,nan
827736,Magilla,"Niagara Falls, NY",0,nan
1281683,3khendriks,Rozengaard Boxtel,0,nan
2794763,ianvtseng,"Seattle, WA ",0,nan
236883,Murkwater,"Denver, CO",0,nan
1618967,Mikewells,"Gurnee, IL",0,nan
975395,Jonospurs80,York,0,nan
1530224,jenn_erdedy,"Logan Square, Chicago",0,nan
116139,notbar,"Fayetteville, NC",0,nan
297755,chrisg2,Florida,0,nan
3127857,gonfishin0626,Patio Paradise,0,nan
507678,bwxb,Pennsylvania ,0,nan
2063896,aslicestidz,"Lebanon, NH",0,nan
1860766,arjenschoe,Sportcafé Schoe,0,nan
725284,DrinkNrun,"West olive, Mi",0,nan
112932,joshelfering,Minneapolis,0,nan
2048671,Schwild,Brussels,0,nan
2396572,Thimns,helvetti,0,nan
566344,Nuggien,"Bergen, Norway ",0,nan
932019,chick0320,Mi,0,nan
106666,nannan,"Soda City, SC",0,nan
2830665,Anslater,Virginia,0,nan
307191,Kriteria,Bensalem,0,nan
133255,cheesedogg,Kalamazoo,0,nan
2674898,Gr8fulGina,"Anthem, AZ",0,nan
3049338,Pykmi,Tampere,0,nan
3106082,k2watson,Ontario,0,nan
1902022,picko57,Mansfield ,0,nan
1984008,EvilDave60,Florida,0,nan
1349595,Lundholm,"Barsebäck, Skåne, Sweden",0,nan
1268663,Fatboy1340,"Homburg, Germany",0,nan
107105,aaronyoung01,Albuquerque,0,nan
2701082,svenheijns,"Rosmalen, Netherlands",0,nan
116981,AlysonQ,"Philadelphia, PA",0,nan
41985,Bobbydigi,"Overland Park, KS",0,nan
93463,azlk,"Charlotte, NC",0,nan
2735891,Varanas,Kaunas,0,nan
1116365,meredith_mk,"Palmerton, PA",0,nan
829513,bex007,"easthampton, ma",0,nan
1723440,diegobiral,São Paulo,0,nan
1869793,Vedel,Tilst ,0,nan
2833156,Quinnyyabass,Glasgow,0,nan
2485880,jrdeluxe,Tokyo,0,nan
3012817,Gcochara,"Chicago, IL",0,nan
380038,,Dallas/Oakland,49,3.4591836734693877
347352,Nuthajackie,"Ashburnham, MA",0,nan
28008,montolchik,"Mentor, OH",0,nan
1623220,sdanthine,Rennes,0,nan
213107,Djnamttor,"Columbia, SC",0,nan
655388,KristaFornear,Northwoods of Wisconsin,0,nan
180772,laidback,norway,0,nan
2825599,BensonLR,"Chepstow, Monmouthshire, Wales",0,nan
2247,dgordon,"Redwood Shores, CA",0,nan
1662884,chiptaylor_9,"Pataskala, OH",0,nan
2713818,MikeRB73,Crewe,0,nan
506757,sebtull,London,0,nan
2999049,Pasker13,Backyard,0,nan
962029,Duffhead,"Weatherford, tx",0,nan
1514126,,"Asbury Park, NJ",50,3.79
45150,Megligruin,South Carolina,0,nan
279382,MelMania,The Estate -CT,0,nan
1087899,billericaydiki,Billericay,0,nan
820458,brewyew,43110,0,nan
92895,Tuye,San Diego,0,nan
2763145,5thBeer,New England,0,nan
1881634,tomcon79,espoo,0,nan
1212090,Adkins721,Alley n Libby's House,0,nan
562705,NGeorge,Ottawa,0,nan
46456,michaelbarnes0,"Mooresville, NC",0,nan
52238,mogmatte,Gothenburg,0,nan
1249789,atoddiv,"Charlotte, NC",0,nan
763056,Jbdean44,Cullman,0,nan
3108802,I_Paul_A,"London, UK ",0,nan
447133,morebeerva,"Reston, Va",0,nan
930501,Lt_Beardsley,Hornell,0,nan
2863486,,Ude godt hjemme bedst,50,3.8999999999999999
2697346,rvpvix,Vila Velha - ES,0,nan
883361,Docdeb56,Santa Ana,0,nan
2697344,vikingsandra,Modena/Münster ,0,nan
1131545,timschulz2,Harry Tim's Gopher Hole,0,nan
1939531,wblanchette,Toronto,0,nan
1525850,adamdaugherty,"Conroe, Tx",0,nan
1213421,Pilliwynx,Perth,0,nan
98424,JennieOhMy,"Beverly, MA",0,nan
103855,robwhitney,"salem,or",0,nan
1402811,M_chav,Albuquerque,0,nan
2254333,AleGuy2693,"Hilliard, OH",0,nan
2678472,Stormy77,"Houghton le Spring, UK",0,nan
594816,MrRiceGuy,"Houston, TX",0,nan
1598773,JennyBeerBelly,"Monroe, ny",0,nan
314630,GRWolverineFan,"Hudsonville, MI",0,nan
2048788,BastiaanNagtegaal,Arnhem,0,nan
2991304,sowba,London,0,nan
208480,dgorski,"Fairport,NY",0,nan
1359651,Wimpie_BE,Sint-Pieters-Leeuw,0,nan
2383748,Lumyblumy,"Dawsonville, Ga",0,nan
953465,RoastedCoconut,Cleveland-ish,0,nan
402413,awaygray,Stockport,0,nan
4449,Mertzy,"Fruitland, MD",0,nan
4447,aldoucette,"Hartford, CT ",0,nan
1259382,hwilley,Davenport WA,0,nan
108839,Craft_Beer_Bloke,Sydney,0,nan
1411553,HopperTrotter,"SL,UT",0,nan
